TRANSPOREON ID,Carrier,OriginalVAT,VAT,VatSource,Country,Registered,RegisteredName,RegisteredAddress,StoredAddress,NameMatch,AddressMatch,Confidence,Notes
233418,Patinter España S.L,PT500212848,PT500212848,original,ES,Yes,PATINTER PORTUGUESA AUTOMOVEIS TRANSPORTADORES SA,"ESTRADA NACONAL 16 KM 106 100 FAGILDE, FORNOS DE MACEIRA DÂO, 3530-070 FORNOS DE MACEIRA DAO","Poligono Ind. Okiturri, 1207, San Roman de San Roman",Partial,Mismatch,Confirmed,"Patinter España S.L (Spain) vs PATINTER PORTUGUESA AUTOMOVEIS TRANSPORTADORES SA (Portugal) — Portuguese parent entity, Spanish subsidiary expected to have its own ES VAT; likely wrong VAT in source data"
228639,CODOGNOTTO ITALIA SPA,IT00474360310,IT00474360310,original,IT,Yes,CODOGNOTTO ITALIA S.P.A.,"VIA CALNUOVA 18 , 31040 SALGAREDA TV","Via Calnuova 18/20., 31040, Salgareda",Match,Match,Confirmed,
231501,FIDEL SRL,IT04434190288,IT04434190288,original,IT,Yes,FIDEL S.R.L. IN LIQUIDAZIONE,"VIA NEWTON 10 , 35028 PIOVE DI SACCO PD","UGO FOSCOLO,08, 35131, PADOVA",Match,Mismatch,Confirmed,
241753,TORELLO TRASPORTI SRL,1897330641,IT01897330641,discovered,IT,Yes,TORELLO TRASPORTI S.R.L..,"VIA MARCONI 381 , 83025 MONTORO AV","G.MARCONI, 251, 83025, MONTORO INFERIORE",Match,Partial,Likely correct,Web: registroaziende.it. Corrected missing leading zero (input IT1897330641 → IT01897330641)
225404,Raben Transport,PL7810020506,PL7810020506,original,PL,Yes,RABEN TRANSPORT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"POZNAŃSKA 71, 62-023 GĄDKI","71 Poznanska, 62023, Gadki",Match,Match,Confirmed,
229245,AMBROGIO TRASPORTI SPA,,IT00510420011,discovered,IT,Yes,AMBROGIO TRASPORTI - S.P.A.,"VIA KENNEDY 1 , 10048 VINOVO TO","tognasca 5, 21013, Gallarate",Match,Mismatch,Likely correct,"No VAT: missing; Web: impresaitalia.info. Address matches Via Tognasca 5, Gallarate"
236111,"Transportes Broliveira, Lda",PT500425353,PT500425353,original,PT,Yes,TRANSPORTES BROLIVEIRA LDA,"RUA DAS AREIAS N 17 AREIAS GONDEMARIA, GONDEMARIA, 2490-124 GONDEMARIA","Estrada de Ourém nº15, Areias, 2490-124, Gondemaria (Ourém)",Match,Match,Confirmed,
234562,"WITRANS Izak, Wenerski Sp. jawna",,PL5291580400,discovered,PL,Yes,WITRANS IZAK WENERSKI SPÓŁKA JAWNA,"PŁOCKA 2, 05-825 GRODZISK MAZOWIECKI","Plocka 2, 05-825, Grodzisk Mazowiecki",Match,Match,Likely correct,"No VAT: missing; Web: bizraport.pl / KRS. KRS 0000277691; NIP confirmed, address matches"
229275,VILLART LOGISTIC S.L.,ESB25479726,ESB25479726,original,ES,Yes,N/A,N/A,"C/ BARCELONA, 25600, BALAGUER",N/A,N/A,Confirmed,
293035,"Ibero Linhas - Transportes, Lda. (as agents for WEC LINES)",500361703,PT500361703,original,PT,Yes,IBERO LINHAS TRANSPORTES LDA,"RUA DO PROGRESSO 471 3, PERAFITA, 4455-533 PERAFITA","Urbanização da Matinha, Rua 2, Edificio Verde, 2º Esquerdo, 1950-073, Lisboa",Match,Mismatch,Confirmed,
237766,Lafante Kamil Stańczak,PL5252341571,PL5252341571,original,PL,Yes,KAMIL STAŃCZAK,"WARSZAWA , AL. SOLIDARNOŚCI 66 M89, 00-240","Aleja Solidarności 66/89, 00-240, Warszawa",Match,Match,Confirmed,
250619,Van Steenbergen Transport Arendonk,BE0404199394,BE0404199394,original,BE,Yes,BVBA Transport Arendonk,"Hoge Mauw 210, 2370 Arendonk","Hoge Mauw 210, 2370, Arendonk",Partial,Match,Confirmed,"Van Steenbergen Transport Arendonk → BVBA Transport Arendonk (likely the registered legal entity behind the Van Steenbergen trading name; same address, same Arendonk base)"
261972,Gefco Tasimacilik ve Lojistik A.S.,,,original,TR,,,,"Kayisdagi Cad. Karaman Ciftlik Yolu Kar, 34752, Icerenköy - Istanbul",N/A,N/A,Non-EU,No VAT: missing; Company confirmed at İçerenköy address but VKN not published in public sources
200019,Schenker Deutschland AG,,DE811228366,discovered,DE,Yes,N/A,N/A,"Feineisenstraße 4, 44339, Dortmund",N/A,N/A,To be verified,No VAT: missing; Web: dbschenker.com impressum. HRB 51435 Frankfurt; Dortmund is a branch
253686,Troyka International Transport & Trade Inc.,8590062681,TR8590062681,discovered,TR,N/A (non-EU),,,"YENIBOSNA MER. MAH.BASIN EKSPRES YOLU CEMAL ULUSOY CD.SHT, 34730, ISTANBUL",N/A,N/A,Non-EU,Web: input (non-EU pass-through). Non-EU Turkish tax number already provided; not independently verified via web
221780,Unterer GesmbH,AT0000000000,ATU32430107,discovered,AT,Yes,Unterer Gesellschaft m.b.H.,"Luna 32, AT-6250 Kundl","Luna 32, 6250, Kundl",Match,Match,Likely correct,"No VAT: placeholder; Web: firmenabc.at. FN 44434w; address matches Luna 32, 6250 Kundl"
246963,NOLAN TRANSPORT,IE4571931W,IE4571931W,original,IE,Yes,ROADTEAM LOGISTICS SOLUTIONS UNLIMITED COMPANY,"NOLAN TRANSPORT, OAKLANDS, NEW ROSS, CO WEXFORD","OAKLANDS, NEW ROSS, 51, CO WEXFORD",Partial,Match,Confirmed,"NOLAN TRANSPORT → ROADTEAM LOGISTICS SOLUTIONS UNLIMITED COMPANY (Nolan Transport is the trading name; Roadteam is the registered legal entity at the same Oaklands, New Ross address)"
233377,"Magnus Logistics, UAB",LT10001806917,LT100001806917,discovered,LT,Yes,"UAB ""MAGNUS LOGISTICS""","Naugarduko g. 55A, Vilniaus m., Vilniaus m. sav.","Naugarduko str. 55A, 3204, Vilnius",Match,Match,Likely correct,Web: rekvizitai.vz.lt / tax.lt. Corrected input LT10001806917 (11 digits) → LT100001806917 (12 digits)
234594,Trans-Logistic Dębica,PL8722095735,PL8722095735,original,PL,Yes,PIOTR SZCZERBIŃSKI,"ZAWIERZBIE 21E, 39-204","Fabryczna 12, 39-200, Debica",Partial,Partial,Confirmed,Trans-Logistic Dębica → PIOTR SZCZERBIŃSKI (sole proprietor; Trans-Logistic Dębica is the trading name of the individual)
283841,VISLINE Sp.zo.o,PL5862232082,PL5862232082,original,PL,Yes,VISLINE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"RDESTOWA 160, 81-577 GDYNIA","Siewna 7, 81-574, Gdynia",Match,Partial,Confirmed,
235220,STALKO Przybysz i Wspólnicy Spółka Jawna,PL0000000000,PL1250022090,discovered,PL,Yes,STALKO PRZYBYSZ I WSPÓLNICY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"JÓZEFA PONIATOWSKIEGO 65, 05-220 ZIELONKA","PONIATOWSKIEGO, 05-220, ZIELONKA",Partial,Match,Likely correct,"No VAT: placeholder; Web: targeo.pl / egospodarka.pl. KRS 0001056895; address matches Poniatowskiego, Zielonka; STALKO Przybysz i Wspólnicy Spółka Jawna → STALKO PRZYBYSZ I WSPÓLNICY SPÓŁKA Z O.O. (same company restructured from general partnership to limited liability form)"
235149,BTG Feldberg & Sohn GmbH & Co. KG,DE 170014163,DE170014163,original,DE,Yes,N/A,N/A,"Wüppings Weide 1, 46395, Bocholt",N/A,N/A,Confirmed,
247138,Codognotto Austria GmbH,,ATU64785511,discovered,AT,No,Codognotto Austria GmbH,"Lederergasse 35/1-2, 1080 Wien","Lederergasse 35/12, 1080, Wien",Match,N/A,Unresolved,No VAT: missing; Web: codognotto.eu legal terms. FN 323946t Handelsgericht Wien; address matches Lederergasse 35; API Pass 2: not registered
244718,TRANS ITALIA SRL,IT02032300655,IT02032300655,original,IT,Yes,TRANS ITALIA S.P.A.,"PIAZZA MARTINEZ 5 , 84085 MERCATO SAN SEVERINO SA","PIAZZA MARTINEZ ,05, 84085, MERCATO S.SEVERINO",Match,Match,Confirmed,
251312,Gefco United Kingdom,GB 272369149,GB272369149,original,GB,Yes,STELLANTIS UK LIMITED,"PINLEY HOUSE, 2 SUNBEAM WAY, COVENTRY, WEST MIDLANDS, CV3 1ND, GB","376-378 Chiswick High Road, Chiswick,, W4 5TF, London",Mismatch,Mismatch,To be verified,"Gefco United Kingdom → STELLANTIS UK LIMITED (GB VAT 272369149 is registered to Stellantis UK in Coventry, not the former GEFCO UK entity; VAT likely belongs to Stellantis following the 2022 sale of GEFCO to CMA CGM — possible wrong VAT in source data)"
305901,Transport Gapiński Sp. z o.o. Sp. k.,PL7661997146,PL7661997146,original,PL,Yes,TRANSPORT GAPIŃSKI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,"SKOCKA 20, 62-100 WĄGROWIEC","Skocka 20, 62-100, Wągrowiec",Match,Match,Confirmed,
235502,XPO LOGISTICS (NORBERT DENTRESSANGLE) HIGH CUBE,FR0000000000,FR45383242161,discovered,FR,error,XPO DISTRIBUTION FRANCE,"192 Avenue Thiers, 69006 Lyon","Z.I.  Rue des Moines, 2203, SOISSONS",Partial,N/A,Unresolved,No VAT: placeholder; Web: societe.com / manageo.fr. Matched XPO Distribution France (SIREN 383242161); Soissons site is a branch of this legal entity but not directly confirmed from sources; API Pass 2 error: MS_MAX_CONCURRENT_REQ; XPO Logistics (Norbert Dentressangle) → XPO DISTRIBUTION FRANCE (rebranded from Norbert Dentressangle after XPO acquisition in 2015)
291017,Borusan Lojistik,,,original,TR,,,,"YALÇIN KOREŞ CAD. NO:22, 34303, İSTANBUL",N/A,N/A,Non-EU,No VAT: missing; Borusan Lojistik Dagitim Depolama Tasimacilik VKN not found in public sources
238008,J&S Speed Kft,HU 12939848,HU12939848,original,HU,Yes,J & S SPEED FUVAROZÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,AGOSTYANI ÚT 91 2890 TATA,"Agostyáni út 91., 2890, Tata",Match,Match,Confirmed,
234090,Euroafrica Shipping Lines Cyprus Limited,CY10109723K,CY10109723K,original,CY,Yes,EUROAFRICA SHIPPING LINES CYPRUS LIMITED,"ΛΕΩΦ. ΜΑΚΑΡΙΟΥ ΙΙΙ 229 MELIZA,FLOOR 4, 3105 ΛΕΜΕΣΟΣ","Arch.Makariou III,229, MELIZA COURT , 4th floor, 3105, Limassol , Cyprus",Match,Match,Confirmed,
302996,Geodis Logistics Netherlands B.V.,,NL003871678B01,discovered,NL,,GEODIS CL Netherlands B.V.,"Tasmanweg 14, 5928 LH Venlo (Enschede branch at Transportcentrum 24)","Transportcentrum 24, 7547RX, Enschede",Match,N/A,Unresolved,No VAT: missing; Web: transfirm.nl. KvK 12037189; Enschede is branch of Geodis CL Netherlands B.V.
285150,TRANSMEJA JSC,LT451301917,LT451301917,original,LT,Yes,"UŽDAROJI AKCINĖ BENDROVĖ ""TRANSMĖJA""","Metalistų g. 3, Šiaulių m., Šiaulių m. sav.","Metalistu str. 3, 78109, Siauliai",Match,Match,Confirmed,
252367,AGROLOGISTIKA,LT100001123912,LT100001123912,original,LT,Yes,"UAB ""Agrologistika""","Tilžės g. 60, Klaipėdos m., Klaipėdos m. sav.","Tilžės g. 60T, 91108, Klaipėda",Match,Match,Confirmed,
240173,VLANTANA UAB,,LT633770418,discovered,LT,Yes,"Uždaroji akcinė bendrovė ""Vlantana""","Dvaro g. 1, Gobergiškės k., Dauparų-Kvietinių sen., Klaipėdos r. sav.","Dvaro 1, Gobergiškės k., 96173, Klaipedos raj.",Match,Match,Likely correct,No VAT: missing; Web: rekvizitai.vz.lt / tax.lt. Company code 163377040; address matches
243440,Hecny Express LLC,7715679440,RU7715679440,discovered,RU,N/A (non-EU),,,"Prishvina, 8, build. 2, 127549, Moscow",N/A,N/A,Non-EU,"Web: input (non-EU pass-through). Russian INN already provided; non-EU, not web-verified"
306335,Zammler Ukraine Ltd,,UA35007717,discovered,UA,,ТОВ ЗАММЛЕР УКРАЇНА,"Proviantska Street 3, 04116 Kyiv","Hryhoriia Andriushchenka str.,  4-H (G), 1135, Kyiv",Match,N/A,Non-EU,No VAT: missing; Web: ua-region.com.ua. EDRPOU 35007717
270154,DHL Global Forwarding Sp. z o.o.,7280257292,PL7280257292,original,PL,Yes,'DHL GLOBAL FORWARDING' SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"KRAKOWIAKÓW 44, 02-255 WARSZAWA","ul. Krakowiaków 44, 02-255, Warszawa",Match,Match,Confirmed,
300793,SIA GEFCO BALTIC,LV50003993021,LV50003993021,original,LV,Yes,"SIA ""CEVA Logistics Baltic""","Vesetas iela 7, Rīga, LV-1013","P. BRIEZA 15, 1010, Riga",Partial,Partial,Confirmed,SIA GEFCO BALTIC → SIA CEVA Logistics Baltic (GEFCO acquired by CMA CGM in 2022 and rebranded to CEVA)
260916,Alba-Zöchling,HU0000000000,HU10268526,discovered,HU,No,Alba-Zöchling Nemzetközi Szállitmányozási és Fuvarozási Kft.,"8000 Székesfehérvár, Holland fasor 9.","Holland Fasor 9, 8000, Székesfehérvár",Match,N/A,Unresolved,No VAT: placeholder; Web: opten.hu. Hungarian adószám 10268526-4-07; EU community VAT uses first 8 digits; API Pass 2: not registered
319704,CMA CGM UK,GB802298146,GB802298146,original,GB,Yes,MACANDREWS & CO LTD,"6TH FLOOR, 75 KING WILLIAM STREET, LONDON, EC4N 7BE, GB","Princes Parade, L3 1BG, liverpool",Partial,Mismatch,Confirmed,"CMA CGM UK → MACANDREWS & CO LTD (MacAndrews is CMA CGM's UK subsidiary; same corporate group but a distinct registered entity in London, not the Liverpool CMA CGM office)"
243478,Fracht FWO Polska Sp. z o.o.,PL7542735115,PL7542735115,original,PL,Yes,FRACHT FWO POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"INFLANCKA 4A, 00-189 WARSZAWA","ul. Inflancka 4C, 00-189, Warszawa",Match,Partial,Confirmed,
306324,GEFCO PORTUGAL TRANSITÁRIOS LDA,,PT502719176,discovered,PT,Yes,"CEVA LOGISTICA EMPRESARIAL, LDA","RUA DR ANTONIO LOUREIRO BORGES EDIFICIO N 1 ARQUIPARQUE PISO,  5 B 1, ALGÉS, 1495-131 ALGÉS","Rua Dr.ºAntónio Loureiro Borges, Edifício Arquiparque I, 1º Piso, 1499 -016, Miraflores",Partial,Match,Likely correct,"No VAT: missing; Web: codigopostal.ciberforma.pt / portalnacional.com.pt. NIF 502719176; address matches Miraflores/Algés; GEFCO Portugal Transitários Lda → CEVA LOGISTICA EMPRESARIAL, LDA (GEFCO acquired by CMA CGM in 2022 and rebranded to CEVA; same Arquiparque building, different floor)"
231033,GEFCO Magyarorszag Kft.,,HU13632142,discovered,HU,Yes,CEVA GROUND LOGISTICS HUNGARY KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,IRINYI JOZSEF UTCA 4-20. 1117 BUDAPEST,"Bocskai út 134-146, 1113, Budapest",Partial,Partial,Likely correct,No VAT: missing; Web: tablazat.hu / nemzeticegtar.hu. Adószám 13632142-2-43; now renamed CEVA Ground Logistics Hungary Kft.; GEFCO Magyarország Kft. → CEVA GROUND LOGISTICS HUNGARY Kft. (GEFCO acquired by CMA CGM in 2022 and rebranded to CEVA; different Budapest office)
303710,WEC Lines,,NL007138015B01,discovered,NL,,W.E.C. Lines B.V.,"Albert Plesmanweg 59, 3088 GB Rotterdam","Albert Plesmanweg 59, 3088 GB, Rotterdam",Match,N/A,Unresolved,"No VAT: missing; Web: transfirm.nl / companyinfo.nl. KvK 24159567; address matches Albert Plesmanweg 59, Rotterdam"
230849,Waberer's Polska Sp. z o.o.,PL7772306116,PL7772306116,discovered,PL,No,Waberer's Polska Sp. z o.o.,"Plac Konesera 8, 03-736 Warszawa (previously Kijowska 1)","Kijowska 1, 03-738, Warszawa",Match,N/A,Unresolved,Web: krs-pobierz.pl. KRS 0000109913; entity dissolved per public source — VAT historically valid; API Pass 2: not registered
294768,LOGİTRANS LOJISTİK VE TAŞIMACILIK ORG.LTD.ŞTİ,,,original,TR,,,,"ORHANLI MAH. DERVIS CADDESI NO:24 FLOOR:1 OFFICE:4A-B, TUZLA-İSTANBUL, 34000, İSTANBUL",N/A,N/A,Non-EU,"No VAT: missing; Company confirmed in Tuzla, Istanbul but VKN not published online"
242853,A.M.P. Wieczorek Sp. z o.o.,,PL8222212882,discovered,PL,Yes,A.M.P. WIECZOREK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"CHOSZCZÓWKA DĘBSKA 8C, 05-311 DĘBE WIELKIE","Mazowiecka, 79, 05-311, Dębe Wielkie",Match,Partial,Likely correct,No VAT: missing; Web: targeo.pl / krs. KRS 0000265865; address matches
241368,SPEDPARTNER,,PL6621768189,discovered,PL,Yes,SPED PARTNER SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"LESZCZE 15, 28-400 PIŃCZÓW","Leszcze 15, 28-400, PINCZOW",Match,Match,Likely correct,"No VAT: missing; Web: monitorfirm.pb.pl / KRS. KRS 0000240517; address matches Leszcze 15, 28-400"
304435,Bollore Logistics UK Ltd.,GB 432 3813 73,GB432381373,original,GB,Yes,CEVA AIR & OCEAN UK LIMITED,"CEVA HOUSE, EXCELSIOR ROAD, ASHBY DE LA ZOUCH, LEICESTERSHIRE, LE65 9BA, GB","Unit 1 Skyline, Great South West Road, TW14 8NT, London Heathrow",Partial,Mismatch,Confirmed,"Bolloré Logistics UK Ltd. → CEVA AIR & OCEAN UK LIMITED (Bolloré Logistics acquired by CMA CGM in 2024 and integrated into CEVA; registered address now Ashby de la Zouch, not Heathrow)"
280887,Stellar-Logistic,36591814,UA36591814,discovered,UA,N/A (non-EU),,,"48 Degtyarivs`ka Str., 4112, Kyiv",N/A,N/A,Non-EU,Web: input (non-EU pass-through). Ukrainian EDRPOU-based tax code already provided; non-EU
308952,ID LOGISTICS POLSKA S.A.,5252425204,PL5252425204,original,PL,Yes,ID LOGISTICS POLSKA SPÓŁKA AKCYJNA,"WALENTEGO ROŹDZIEŃSKIEGO 91, 40-203 KATOWICE","Al. Roździeńskiego 91, 40-203, Katowice",Match,Match,Confirmed,
229071,GONDRAND,,,original,FR,,,,"13 RUE CURIE, BP 71339, 68013, COLMAR CEDEX",N/A,N/A,Unresolved,No VAT: missing; Gondrand France has multiple agencies; SIREN for Colmar branch not located in public sources
247108,Croome LTD,,,original,GB,,,,"Cullet Drive, ME11 5JS, Queenborough, Kent",N/A,N/A,Unresolved,"No VAT: missing; Companies House 07384339 confirmed (Croome Limited, Queenborough Kent), VAT number not published in search results"
268421,Yusen Logistics UK Ltd,,GB593411144,discovered,GB,Yes,YUSEN LOGISTICS (UK) LIMITED,"SDC, UNIT 4, ROMAN ROAD, MILTON MALSOR, NORTHAMPTON, NN7 2FR, GB","Grange Park 3, Cheaney Road, NN4 5FB, Northampton",Match,Partial,Likely correct,"No VAT: missing; Web: vat-lookup.co.uk / Companies House 02548297. Grange Park, Cheaney Drive, Northampton matches input address"
268784,Codognotto Polska Sp. Z.o.o.,PL7251959614,PL7251959614,original,PL,Yes,CODOGNOTTO POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"AL. TADEUSZA KOŚCIUSZKI 80/82 MP.VII, 90-437 ŁÓDŹ","Kościuszki 80/82, 90-437, Lodz",Match,Match,Confirmed,
270644,smet srl,IT00316190651,IT00316190651,original,IT,Yes,SMET - S.P.A.,"VIA VELLETRI 49 , 00198 ROMA RM","via tiberio claudio felice 48, 84131, salerno",Match,Mismatch,Confirmed,
258486,DHL FREIGHT SPAIN SL,,ESB84913433,discovered,ES,error,DHL Freight Spain SL,"Calle Rumania 4, 28821 Coslada (Madrid)","C/ Rumania, 4, Poligono Industrial de Coslada (PAL), 28221, Madrid",Match,N/A,Unresolved,"No VAT: missing; Web: empresia.es / empresascif.com. Address matches Calle Rumania 4, Coslada; older CIF B83716563 also referenced in some sources; API Pass 2 error: MS_MAX_CONCURRENT_REQ"
251083,Okura Uluslararası Tasımacılık Iletisim Tic. ve San. A.Ş,6400108811,TR6400108811,discovered,TR,N/A (non-EU),,,"Talatpaşa Cad., Menekşe sokak no:15/1, 34590, Istanbul",N/A,N/A,Non-EU,"Web: input (non-EU pass-through). Turkish VKN already provided; non-EU, not web-verified"
246337,Friday Spółka z ograniczoną odpowiedzialnością  Spółka komandytowa,PL0000000000,PL5222993085,discovered,PL,Yes,FRIDAY SZCZYGIELSKI SPÓŁKA KOMANDYTOWA,"RYŻOWA 33A, 02-495 WARSZAWA","ul. Ryżowa 33A, 02-495, Warszawa",Partial,Match,Likely correct,No VAT: placeholder; Web: targeo.pl. Two conflicting NIPs found (5222993085 on targeo vs 5222992855 on KRS); used targeo NIP matched to address; Friday Sp. z o.o. Sp. k. → FRIDAY SZCZYGIELSKI SPÓŁKA KOMANDYTOWA (limited partnership reconfigured with Szczygielski as a named individual partner instead of an sp. z o.o. general partner)
306978,PCC Intermodal,PL7491968481,PL7491968481,original,PL,Yes,PCC INTERMODAL SPÓŁKA AKCYJNA,"HUTNICZA 16, 81-061 GDYNIA","ul. Hutnicza 16, 81-061, Gdynia",Match,Match,Confirmed,
286095,Borchard Lines Ltd,,GB243408284,discovered,GB,Yes,BORCHARD LINES LTD,"5TH FLOOR, BEVIS MARKS HOUSE, 24 BEVIS MARKS, LONDON, EC3A 7JB, GB","10 Chiswell Street, EC1Y4XY, London",Match,Partial,Likely correct,No VAT: missing; Web: borlines.com / Companies House 00517224. Previous registered address 10 Chiswell Street matches input; now at Bevis Marks
337986,Transcurbel-2 S.A.,A58869470,ESA58869470,discovered,ES,No,TRANSCURBEL 2 SA,"P.I. CIM Vallès, Parc. 7, Nave 7, 08130 Santa Perpètua de Mogoda (Barcelona)","Ronda Guinardó, nº 52, 8025, Barcelona",Match,N/A,Unresolved,Web: empresia.es. CIF confirmed; company dissolved in 2022 per registry; API Pass 2: not registered
251488,ARBA SP. Z O.O.,PL7611452717,PL7611452717,original,PL,Yes,"""ARBA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","SIERAKOWO 55, 06-300 PRZASNYSZ","SIERAKOWO 55, 06-300, PRZASNYSZ",Match,Match,Confirmed,
260906,Marcotran Polska Sp. z o.o.,9691579265,PL9691579265,original,PL,Yes,MARCOTRAN POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"POZNAŃSKA 9, 44-120 PYSKOWICE","ul. Poznańska 9, 44-120, Pyskowice",Match,Match,Confirmed,
243238,F.lli Dissegna Srl,IT01838650248,IT01838650248,original,IT,Yes,F.LLI DISSEGNA S.R.L.,"VIA CA VICO 29 , 36028 ROSSANO VENETO VI","Via Ca' Vico 29, 36028, Rossano Veneto VI",Match,Match,Confirmed,
266476,GEFCO Ukraine,UA358940826599,UA358940826599,discovered,UA,N/A (non-EU),,,"110, Zhylyanska, 1032, Kyiv",N/A,N/A,Non-EU,"Web: input (non-EU pass-through). Ukrainian tax code already provided; non-EU, not web-verified"
240088,"Luis Simoes Logistica Integrada,s.a.",,ESA79502357,discovered,ES,Yes,N/A,N/A,"Parque Empresarial San Fernando, Av. de Castilla, 28830, San Fernando de Henares, Madrid",N/A,N/A,To be verified,No VAT: missing; Web: infoempresa.com. Primary registration in Guadalajara; San Fernando de Henares is a branch office
337193,DHL Global Forwarding  Hellas S.A.,,EL094259173,discovered,GR,Yes,ΠΡΟΤΕΙΝ ΑΕΒΕ,ΚΑΛΛΙΘΕΑ ΒΙΠΕ 0         71500 - ΗΡΑΚΛΕΙΟ,"41, Agiou Dimitriou str., 18546, Pireaus",Mismatch,Mismatch,To be verified,"No VAT: missing; Web: synddel.gr / griechenland.ahk.de. AFM 094259173 for DHL Global Forwarding Hellas SA; DHL Global Forwarding Hellas S.A. → ΠΡΟΤΕΙΝ ΑΕΒΕ (Protein AEBE) — completely unrelated company in Heraklion; API returns a different entity, likely wrong VAT in the discovery source"
273352,Scantek LTD Sp. z o. o.,PL1080005217,PL1080005217,original,PL,Yes,'SCANTEK LTD' SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"ŁACIARSKA 28, 50-146 WROCŁAW","Braniborska 38/40, 53-680, Wrocław",Match,Partial,Confirmed,
261289,Charter Sp. z .o.o.,812-17-66-337,PL8121766337,original,PL,Yes,'CHARTER' SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"GUZOWSKA 35, 96-315 WISKITKI","Urszulin 8, 05-825, Grodzisk Mazowiecki",Match,Mismatch,Confirmed,
258750,MGT Transport Krajowy i Międzynarodowy Grycz Mariusz,7621904664,PL7621904664,original,PL,Yes,MARIUSZ GRYCZ,"WYSZKÓW , MONTE CASSINO 3, 07-200","Monte Cassino 3, 07-200, Wyszków",Match,Match,Confirmed,
258627,Europejskie Centrum Logistyczne Sp. z o.o.,,PL5170355762,discovered,PL,Yes,'EUROPEJSKIE CENTRUM LOGISTYCZNE' SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"PRZEMYSŁOWA 13 B, 35-105 RZESZÓW","Ul. Przemysłowa 13B, 35-105, Rzeszów",Match,Match,Likely correct,No VAT: missing; Web: KRS / targeo.pl. NIP confirmed with address match
258650,NORBERT DENTRESSANGLE LOGISTICS POLAND,,PL9820243290,discovered,PL,Yes,GXO LOGISTICS POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"MARCINA FLISA 4, 02-247 WARSZAWA","SZYSZKOWA 35/37, 02-285, WARSZAWA",Partial,Partial,Likely correct,"No VAT: missing; Web: KRS (KRS 0000158644). Renamed to XPO Supply Chain Poland Sp. z o.o.; Same KRS 158644, address Szyszkowa 35/37 matches; Norbert Dentressangle Logistics Poland → GXO LOGISTICS POLAND (Norbert Dentressangle acquired by XPO in 2015, then spun off as GXO Logistics in 2021; same KRS, different Warsaw office)"
258985,NTG Road Sp.zo.o.,5272674838,PL5272674838,original,PL,Yes,NTG ROAD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"MEBLOWA 7, 04-460 WARSZAWA","Chełmżyńska 180, NTG Marki, Katowice, Gdynia, Goleniow, 04-464, Warszawa",Match,Partial,Confirmed,
300245,LOCKWOOD HAULAGE LTD.,,,original,GB,,,,"RIPLEY ROAD, DE56 2JR, AMBERGATE",N/A,N/A,Unresolved,No VAT: missing; Companies House 01087339 confirmed; VAT number not disclosed in public sources
262830,LOTOS BALTICA,LT0000000000,LT100002817211,discovered,LT,Yes,"UAB ""LOTOS BALTICA""","Pramonės g. 2, Šalčininkų m., Šalčininkų sen., Šalčininkų r. sav.","Pramones str. 2, 17102, Sacininkai",Match,Match,Likely correct,"No VAT: placeholder; Web: tax.lt / rekvizitai.vz.lt. Company code 300610241; Address Pramonės g. 2, Šalčininkai matches"
339552,GEFCO (Suisse) SA,,CHE-270.793.022,discovered,CH,,GEFCO (Suisse) SA,"Chemin Grenet 21, 1214 Vernier (Geneva area)","6 Route des Jeunes, Case postale 1767, 1211, GENEVE",Match,N/A,Non-EU,No VAT: missing; Web: francelei.fr / moneyhouse.ch. Geneva area presence; active UID for GEFCO (Suisse) SA; Company later renamed CEVA Ground Logistics Switzerland SA in 2024
